"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03137V03789","Type of Cattle","C02196V04140","Region and County","UNIT","VALUE"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05122","Tipperary","000 Head","106.2"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE052","South-East","000 Head","162.9"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05201","Carlow","000 Head","16.3"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05207","Kilkenny","000 Head","57.2"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05214","Wexford","000 Head","47.6"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05225","Waterford","000 Head","41.9"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE053","South-West","000 Head","234.9"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05316","Cork","000 Head","177.1"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE05319","Kerry","000 Head","57.8"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06","Eastern and Midland","000 Head","229.4"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE061","Dublin","000 Head","3.1"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06106","Dublin and Mid-East","000 Head","101.5"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06206","Kildare","000 Head","19.2"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06210","Louth","000 Head","13.1"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06211","Meath","000 Head","45.3"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06215","Wicklow","000 Head","20.7"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE063","Midland","000 Head","127.9"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06308","Laois","000 Head","38.4"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06309","Longford","000 Head","17.6"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06312","Offaly","000 Head","37.4"
"AAA10","Number of Cattle in June","2021","2021","13","Cattle female: under 1 year","IE06313","Westmeath","000 Head","34.5"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","-","State","000 Head","2306.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04","Northern and Western","000 Head","567.4"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE041","Border","000 Head","249.4"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04128","Leitrim","000 Head","16.4"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04131","Sligo","000 Head","33.3"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04132","Cavan","000 Head","66.5"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04133","Donegal","000 Head","62.4"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04134","Monaghan","000 Head","70.7"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE042","West","000 Head","318"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04225","Galway","000 Head","154.6"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04229","Mayo","000 Head","87.7"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE04230","Roscommon","000 Head","75.8"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05","Southern","000 Head","1195.7"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE051","Mid-West","000 Head","495.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05116","Clare","000 Head","97.1"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05118","Limerick","000 Head","149.3"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05122","Tipperary","000 Head","248.8"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE052","South-East","000 Head","321.6"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05201","Carlow","000 Head","35.6"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05207","Kilkenny","000 Head","122.6"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05214","Wexford","000 Head","89"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05225","Waterford","000 Head","74.3"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE053","South-West","000 Head","378.9"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05316","Cork","000 Head","292.3"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE05319","Kerry","000 Head","86.6"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06","Eastern and Midland","000 Head","543.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE061","Dublin","000 Head","7.1"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06106","Dublin and Mid-East","000 Head","237.3"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06206","Kildare","000 Head","55.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06210","Louth","000 Head","27.7"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06211","Meath","000 Head","111.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06215","Wicklow","000 Head","36.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE063","Midland","000 Head","305.9"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06308","Laois","000 Head","92.6"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06309","Longford","000 Head","41.2"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06312","Offaly","000 Head","94.9"
"AAA10","Number of Cattle in June","2021","2021","14","Total cattle: male","IE06313","Westmeath","000 Head","77.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","-","State","000 Head","5052.6"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04","Northern and Western","000 Head","1200"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE041","Border","000 Head","565.6"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04128","Leitrim","000 Head","49.5"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04131","Sligo","000 Head","80.1"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04132","Cavan","000 Head","165"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04133","Donegal","000 Head","124.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04134","Monaghan","000 Head","146.8"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE042","West","000 Head","634.4"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04225","Galway","000 Head","299"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04229","Mayo","000 Head","194.3"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE04230","Roscommon","000 Head","141.1"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05","Southern","000 Head","2801.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE051","Mid-West","000 Head","977.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05116","Clare","000 Head","199.7"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05118","Limerick","000 Head","307.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05122","Tipperary","000 Head","470.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE052","South-East","000 Head","738"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05201","Carlow","000 Head","70.7"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05207","Kilkenny","000 Head","252.7"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05214","Wexford","000 Head","217.1"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05225","Waterford","000 Head","197.5"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE053","South-West","000 Head","1086"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05316","Cork","000 Head","820.7"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE05319","Kerry","000 Head","265.3"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06","Eastern and Midland","000 Head","1051.5"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE061","Dublin","000 Head","17.1"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06106","Dublin and Mid-East","000 Head","481.8"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06206","Kildare","000 Head","89.2"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06210","Louth","000 Head","65.4"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06211","Meath","000 Head","219.3"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06215","Wicklow","000 Head","90.8"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE063","Midland","000 Head","569.6"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06308","Laois","000 Head","168.6"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06309","Longford","000 Head","79.1"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06312","Offaly","000 Head","162.1"
"AAA10","Number of Cattle in June","2021","2021","15","Total cattle: female","IE06313","Westmeath","000 Head","159.8"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","-","State","000 Head","7396.2"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04","Northern and Western","000 Head","1755.9"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE041","Border","000 Head","808.6"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04128","Leitrim","000 Head","65.6"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04131","Sligo","000 Head","110.3"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04132","Cavan","000 Head","232.7"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04133","Donegal","000 Head","182.6"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04134","Monaghan","000 Head","217.4"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE042","West","000 Head","947.4"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04225","Galway","000 Head","453.4"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04229","Mayo","000 Head","277.3"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE04230","Roscommon","000 Head","216.7"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05","Southern","000 Head","4032"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE051","Mid-West","000 Head","1483.1"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05116","Clare","000 Head","297.7"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05118","Limerick","000 Head","455.8"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05122","Tipperary","000 Head","729.6"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE052","South-East","000 Head","1074.8"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05201","Carlow","000 Head","106.8"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05207","Kilkenny","000 Head","382.9"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05214","Wexford","000 Head","310.5"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05225","Waterford","000 Head","274.7"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE053","South-West","000 Head","1474.2"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05316","Cork","000 Head","1124.5"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE05319","Kerry","000 Head","349.7"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06","Eastern and Midland","000 Head","1608.2"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE061","Dublin","000 Head","23.3"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06106","Dublin and Mid-East","000 Head","720.4"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06206","Kildare","000 Head","143.8"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06210","Louth","000 Head","93"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06211","Meath","000 Head","333.3"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06215","Wicklow","000 Head","126.9"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE063","Midland","000 Head","887.8"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06308","Laois","000 Head","266.4"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06309","Longford","000 Head","120.2"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06312","Offaly","000 Head","260.9"
"AAA10","Number of Cattle in June","2022","2022","-","Total cattle","IE06313","Westmeath","000 Head","240.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","-","State","000 Head","2540.5"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04","Northern and Western","000 Head","558.2"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE041","Border","000 Head","271.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04128","Leitrim","000 Head","25.2"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04131","Sligo","000 Head","36.7"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04132","Cavan","000 Head","80.6"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04133","Donegal","000 Head","60.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04134","Monaghan","000 Head","68.7"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE042","West","000 Head","286.8"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04225","Galway","000 Head","136.5"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04229","Mayo","000 Head","89.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE04230","Roscommon","000 Head","61.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05","Southern","000 Head","1504.5"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE051","Mid-West","000 Head","501.7"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05116","Clare","000 Head","103.9"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05118","Limerick","000 Head","157.7"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05122","Tipperary","000 Head","240.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE052","South-East","000 Head","390.4"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05201","Carlow","000 Head","33.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05207","Kilkenny","000 Head","132.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05214","Wexford","000 Head","115.5"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05225","Waterford","000 Head","109.5"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE053","South-West","000 Head","612.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05316","Cork","000 Head","466.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE05319","Kerry","000 Head","146.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06","Eastern and Midland","000 Head","477.9"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE061","Dublin","000 Head","6.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06106","Dublin and Mid-East","000 Head","222.8"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06206","Kildare","000 Head","38.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06210","Louth","000 Head","30.7"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06211","Meath","000 Head","102.5"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06215","Wicklow","000 Head","45.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE063","Midland","000 Head","255.1"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06308","Laois","000 Head","82"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06309","Longford","000 Head","36.2"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06312","Offaly","000 Head","67.3"
"AAA10","Number of Cattle in June","2022","2022","01","Cows","IE06313","Westmeath","000 Head","69.7"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","-","State","000 Head","1627.3"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04","Northern and Western","000 Head","186.1"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE041","Border","000 Head","113.5"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04128","Leitrim","000 Head","1.9"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04131","Sligo","000 Head","8.5"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04132","Cavan","000 Head","41.4"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04133","Donegal","000 Head","22.1"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04134","Monaghan","000 Head","39.7"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE042","West","000 Head","72.6"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04225","Galway","000 Head","42.4"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04229","Mayo","000 Head","19.4"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE04230","Roscommon","000 Head","10.8"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05","Southern","000 Head","1158.1"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE051","Mid-West","000 Head","351.2"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05116","Clare","000 Head","34.9"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05118","Limerick","000 Head","124.3"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05122","Tipperary","000 Head","192.1"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE052","South-East","000 Head","305.9"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05201","Carlow","000 Head","19.7"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05207","Kilkenny","000 Head","104.7"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05214","Wexford","000 Head","88.8"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05225","Waterford","000 Head","92.8"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE053","South-West","000 Head","501"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05316","Cork","000 Head","398.7"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE05319","Kerry","000 Head","102.2"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06","Eastern and Midland","000 Head","283.2"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE061","Dublin","000 Head","3.1"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06106","Dublin and Mid-East","000 Head","141.8"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06206","Kildare","000 Head","22.2"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06210","Louth","000 Head","20.2"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06211","Meath","000 Head","70.1"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06215","Wicklow","000 Head","26.3"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE063","Midland","000 Head","141.4"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06308","Laois","000 Head","54"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06309","Longford","000 Head","12.9"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06312","Offaly","000 Head","40"
"AAA10","Number of Cattle in June","2022","2022","02","Dairy cows","IE06313","Westmeath","000 Head","34.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","-","State","000 Head","913.2"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04","Northern and Western","000 Head","372.1"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE041","Border","000 Head","157.8"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04128","Leitrim","000 Head","23.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04131","Sligo","000 Head","28.2"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04132","Cavan","000 Head","39.2"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04133","Donegal","000 Head","38"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04134","Monaghan","000 Head","29.1"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE042","West","000 Head","214.2"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04225","Galway","000 Head","94.1"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04229","Mayo","000 Head","69.7"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE04230","Roscommon","000 Head","50.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05","Southern","000 Head","346.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE051","Mid-West","000 Head","150.5"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05116","Clare","000 Head","69"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05118","Limerick","000 Head","33.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05122","Tipperary","000 Head","48"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE052","South-East","000 Head","84.5"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05201","Carlow","000 Head","13.7"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05207","Kilkenny","000 Head","27.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05214","Wexford","000 Head","26.7"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05225","Waterford","000 Head","16.7"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE053","South-West","000 Head","111.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05316","Cork","000 Head","67.5"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE05319","Kerry","000 Head","43.8"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06","Eastern and Midland","000 Head","194.7"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE061","Dublin","000 Head","3.1"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06106","Dublin and Mid-East","000 Head","80.9"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06206","Kildare","000 Head","15.9"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06210","Louth","000 Head","10.5"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06211","Meath","000 Head","32.4"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06215","Wicklow","000 Head","19"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE063","Midland","000 Head","113.8"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06308","Laois","000 Head","27.9"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06309","Longford","000 Head","23.3"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06312","Offaly","000 Head","27.2"
"AAA10","Number of Cattle in June","2022","2022","03","Other cows","IE06313","Westmeath","000 Head","35.3"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","-","State","000 Head","48.3"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04","Northern and Western","000 Head","15.4"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE041","Border","000 Head","7.1"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04128","Leitrim","000 Head","0.8"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04131","Sligo","000 Head","0.9"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04132","Cavan","000 Head","2"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04133","Donegal","000 Head","1.8"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04134","Monaghan","000 Head","1.5"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE042","West","000 Head","8.3"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04225","Galway","000 Head","3.8"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04229","Mayo","000 Head","2.6"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE04230","Roscommon","000 Head","2"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05","Southern","000 Head","23.9"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE051","Mid-West","000 Head","9.1"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05116","Clare","000 Head","3"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05118","Limerick","000 Head","2.7"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05122","Tipperary","000 Head","3.4"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE052","South-East","000 Head","5.8"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05201","Carlow","000 Head","0.7"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05207","Kilkenny","000 Head","1.9"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05214","Wexford","000 Head","1.7"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05225","Waterford","000 Head","1.5"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE053","South-West","000 Head","9"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05316","Cork","000 Head","6.5"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE05319","Kerry","000 Head","2.5"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06","Eastern and Midland","000 Head","9"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE061","Dublin","000 Head","0.1"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06106","Dublin and Mid-East","000 Head","3.7"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06206","Kildare","000 Head","0.8"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06210","Louth","000 Head","0.5"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06211","Meath","000 Head","1.4"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06215","Wicklow","000 Head","0.9"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE063","Midland","000 Head","5.4"
"AAA10","Number of Cattle in June","2022","2022","04","Bulls","IE06308","Laois","000 Head","1.6"
